"year","title","imdb_id","gross_inflation","rank_unadjusted_inflation"
2006,"Talladega Nights: The Ballad of Ricky Bobby (2006)","tt0415306",196580000,293
2012,"Men in Black 3 (2012)","tt1409024",195641000,202
1999,"Wild Wild West (1999)","tt0120891",195236000,489
2010,"The Karate Kid (2010)","tt1155076",195171000,211
1973,"The Exorcist (1973)","tt0070047",195136000,1782
1981,"For Your Eyes Only (1981)","tt0082398",194968000,1124
2011,"Rise of the Planet of the Apes (2011)","tt1318514",194187000,209
2011,"Captain America: The First Avenger (2011)","tt0458339",194187000,210
1984,"Romancing the Stone (1984)","tt0088011",193938000,892
2003,"Anger Management (2003)","tt0305224",193333000,360
2002,"The Ring (2002)","tt0298130",193167000,387
2009,"2012 (2009)","tt1190080",192560000,237
2003,"Bringing Down the House (2003)","tt0305669",191891000,367
1994,"The Client (1994)","tt0109446",191691000,672
1997,"Scream 2 (1997)","tt0120082",191438000,591
1997,"Con Air (1997)","tt0118880",191438000,597
1997,"Contact (1997)","tt0118884",191438000,599
2000,"Big Momma's House (2000)","tt0208003",190464000,465
2003,"Hulk (2003)","tt0286716",190448000,369
2009,"The Proposal (2009)","tt1041829",190240000,242
2002,"Sweet Home Alabama (2002)","tt0256415",190172000,399
2010,"TRON: Legacy (2010)","tt1104001",189658000,221
2015,"Pitch Perfect 2 (2015)","tt2848292",188861000,186
2002,"Mr. Deeds (2002)","tt0280590",188675000,410
2010,"True Grit (2010)","tt1403865",188555000,224
2014,"How to Train Your Dragon 2 (2014)","tt1646971",188482000,208
2007,"Knocked Up (2007)","tt0478311",188416000,289
1990,"Kindergarten Cop (1990)","tt0099938",188191000,675
2008,"Horton Hears a Who! (2008)","tt0451079",187813000,271
1997,"Hercules (1997)","tt0119282",187647000,624
1996,"Michael (1996)","tt0117038",187581000,639
1983,"Octopussy (1983)","tt0086034",187533000,999
1981,"The Cannonball Run (1981)","tt0082136",187457000,1175
1998,"The Prince of Egypt (1998)","tt0120794",187356000,593
2000,"Remember the Titans (2000)","tt0210945",187236000,480
1986,"The Golden Child (1986)","tt0091129",187132000,826
1983,"Sudden Impact (1983)","tt0086383",186705000,1004
2011,"The Help (2011)","tt1454029",186507000,227
1985,"Cocoon (1985)","tt0088933",186499000,865
2004,"Troy (2004)","tt0332452",186328000,364
2015,"Ant-Man (2015)","tt0478970",185765000,196
1954,"On the Waterfront (1954)","tt0047296",185600000,3932
1998,"The Rugrats Movie (1998)","tt0134067",185501000,603
1998,"Shakespeare in Love (1998)","tt0138097",185501000,612
2011,"Bridesmaids (2011)","tt1478338",185410000,229
2008,"Sex and the City (2008)","tt1000774",185390000,278
1991,"Father of the Bride (1991)","tt0101862",184539000,703
1992,"The Hand That Rocks the Cradle (1992)","tt0104389",184482000,716
1974,"Benji (1974)","tt0071206",184235000,1785
1981,"Chariots of Fire (1981)","tt0082158",184014000,1196
1989,"Steel Magnolias (1989)","tt0098384",183642000,757
1989,"The War of the Roses (1989)","tt0098621",183423000,758
1999,"Analyze This (1999)","tt0122933",183248000,541
2003,"2 Fast 2 Furious (2003)","tt0322259",183234000,401
2005,"Chicken Little (2005)","tt0371606",183229000,349
1995,"Crimson Tide (1995)","tt0112740",182800000,678
2015,"Home (2015)","tt2224026",182669000,205
1977,"The Spy Who Loved Me (1977)","tt0076752",182583000,1538
2000,"The Patriot (2000)","tt0187393",182393000,493
2006,"Click (2006)","tt0389860",181969000,343
2002,"The Bourne Identity (2002)","tt0258463",181188000,436
1996,"Star Trek: First Contact (1996)","tt0117731",181086000,673
2011,"Kung Fu Panda 2 (2011)","tt1302011",181021000,239
2007,"Juno (2007)","tt0467406",180828000,311
1984,"Splash (1984)","tt0088161",180732000,978
1990,"Back to the Future Part III (1990)","tt0099088",180376000,719
2003,"Something's Gotta Give (2003)","tt0337741",180348000,424
2009,"Fast & Furious (2009)","tt1013752",179800000,268
2010,"Clash of the Titans (2010)","tt0800320",179734000,245
1991,"The Naked Gun 2½: The Smell of Fear (1991)","tt0102510",179580000,724
1987,"Moonstruck (1987)","tt0093565",179340000,804
2008,"Gran Torino (2008)","tt1205489",179331000,295
1983,"Mr. Mom (1983)","tt0085970",178971000,1068
2014,"Gone Girl (2014)","tt2267998",178898000,233
2010,"Grown Ups (2010)","tt1375670",178631000,251
2012,"Django Unchained (2012)","tt1853728",178153000,247
1996,"Space Jam (1996)","tt0117705",177937000,693
1990,"Presumed Innocent (1990)","tt0100404",177496000,727
1980,"Ordinary People (1980)","tt0081283",177234000,1300
2007,"Rush Hour 3 (2007)","tt0293564",177035000,327
2002,"The Sum of All Fears (2002)","tt0164184",176695000,460
2006,"Mission: Impossible III (2006)","tt0317919",176656000,362
2004,"Ocean's Twelve (2004)","tt0349903",176522000,414
1993,"Cliffhanger (1993)","tt0106582",176522000,752
1995,"Waterworld (1995)","tt0114898",176400000,714
1999,"The General's Daughter (1999)","tt0144214",176398000,573
1997,"Flubber (1997)","tt0119137",176275000,668
1983,"Staying Alive (1983)","tt0086361",176210000,1092
2012,"Ice Age: Continental Drift (2012)","tt1667889",175967000,253
2008,"Taken (2008)","tt0936501",175696000,302
2015,"Hotel Transylvania 2 (2015)","tt2510894",175445000,228
1983,"Risky Business (1983)","tt0086200",175381000,1100
2006,"The Departed (2006)","tt0407887",175328000,368
1980,"The Blues Brothers (1980)","tt0080455",175294000,1315
2002,"8 Mile (2002)","tt0298203",175198000,472
1992,"Under Siege (1992)","tt0105690",174839000,764
1978,"Halloween (1978)","tt0077651",174744000,1531
1999,"American Pie (1999)","tt0163651",174685000,583
1992,"Patriot Games (1992)","tt0105112",174629000,767
2008,"Mamma Mia! (2008)","tt0795421",174485000,309
2009,"G.I. Joe: The Rise of Cobra (2009)","tt1046173",174000000,284
1998,"The Mask of Zorro (1998)","tt0120746",174000000,657
1973,"Live and Let Die (1973)","tt0070328",174000000,1987
1962,"Hatari! (1962)","tt0056059",174000000,3442
2005,"Robots (2005)","tt0358082",173729000,391
2001,"Dr. Dolittle 2 (2001)","tt0240462",173693000,496
2001,"Spy Kids (2001)","tt0227538",173693000,498
2008,"Marley & Me (2008)","tt0822832",173273000,312
2003,"Seabiscuit (2003)","tt0329575",173134000,443
1999,"Sleepy Hollow (1999)","tt0162661",172972000,598
1992,"Dracula (1992)","tt0103874",172952000,778
1994,"Disclosure (1994)","tt0109635",172751000,772
2000,"Miss Congeniality (2000)","tt0212346",172709000,539
2000,"Chicken Run (2000)","tt0120630",172709000,540
1968,"Planet of the Apes (1968)","tt0063442",172672000,2480
1988,"Die Hard (1988)","tt0095016",172307000,793
2008,"The Chronicles of Narnia: Prince Caspian (2008)","tt0499448",172061000,317
2006,"Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006)","tt0443453",171344000,388
2015,"Fifty Shades of Grey (2015)","tt2322441",171317000,236
2013,"The Heat (2013)","tt2404463",171218000,258
2008,"Slumdog Millionaire (2008)","tt1010048",170850000,321
2007,"Live Free or Die Hard (2007)","tt0337978",170712000,354
1990,"Days of Thunder (1990)","tt0099371",170092000,774
1995,"Dangerous Minds (1995)","tt0112792",169800000,742
1987,"The Untouchables (1987)","tt0094226",169772000,861
1983,"National Lampoon's Vacation (1983)","tt0085995",169581000,1133
2004,"50 First Dates (2004)","tt0343660",169517000,439
2012,"Snow White and the Huntsman (2012)","tt1735898",169410000,267
2003,"S.W.A.T. (2003)","tt0257076",168806000,473
1998,"Stepmom (1998)","tt0120686",168806000,683
2004,"Van Helsing (2004)","tt0338526",168116000,445
1998,"Antz (1998)","tt0120587",168064000,687
1986,"Ruthless People (1986)","tt0091877",167903000,930
2001,"Black Hawk Down (2001)","tt0265086",167544000,525
2015,"The SpongeBob Movie: Sponge Out of Water (2015)","tt2279373",167189000,250
1946,"Till the Clouds Roll By (1946)","tt0039035",167040000,4327
2007,"4: Rise of the Silver Surfer (2007)","tt0486576",166919000,372
1999,"Inspector Gadget (1999)","tt0141369",166807000,630
2004,"Lemony Snicket's A Series of Unfortunate Events (2004)","tt0339291",166715000,458
1990,"Another 48 Hrs. (1990)","tt0099044",166184000,803
2015,"Straight Outta Compton (2015)","tt1398426",166157000,254
2006,"The Devil Wears Prada (2006)","tt0458352",166031000,423
2001,"The Princess Diaries (2001)","tt0247638",166007000,528
1983,"Superman III (1983)","tt0086393",165714000,1171
1980,"The Gods Must Be Crazy (1980)","tt0080801",165591000,1405
1988,"Cocktail (1988)","tt0094889",165533000,839
1991,"Fried Green Tomatoes (1991)","tt0101921",165527000,815
1988,"The Naked Gun: From the Files of Police Squad! (1988)","tt0095705",165109000,841
1995,"Mr. Holland's Opus (1995)","tt0113862",165000000,777
2000,"Gone in Sixty Seconds (2000)","tt0187078",164638000,585
2007,"American Gangster (2007)","tt0765429",164390000,380
1986,"Ferris Bueller's Day Off (1986)","tt0091042",164385000,966
2008,"Wanted (2008)","tt0493464",163579000,353
2008,"The Incredible Hulk (2008)","tt0800080",163579000,355
2011,"Puss in Boots (2011)","tt0448694",163468000,287
1991,"Cape Fear (1991)","tt0101540",163461000,833
1993,"Free Willy (1993)","tt0106965",163283000,846
2010,"Little Fockers (2010)","tt0970866",163194000,290
2010,"Megamind (2010)","tt1001526",163194000,291
2005,"Walk the Line (2005)","tt0358273",162871000,450
2012,"Les Misérables (2012)","tt1707386",162852000,288
1991,"Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991)","tt0103060",162634000,836
1993,"Philadelphia (1993)","tt0107818",162442000,849
1995,"While You Were Sleeping (1995)","tt0114924",162200000,800
1995,"Congo (1995)","tt0112715",162000000,801
2007,"Enchanted (2007)","tt0461770",161860000,397
2012,"Hotel Transylvania (2012)","tt0837562",161759000,292
1980,"Popeye (1980)","tt0081353",161710000,1453
2003,"Spy Kids 3-D: Game Over (2003)","tt0338459",161592000,504
1991,"Backdraft (1991)","tt0101393",160981000,844
2014,"Divergent (2014)","tt1840309",160796000,280
1985,"The Jewel of the Nile (1985)","tt0089370",160766000,1049
2007,"Bee Movie (2007)","tt0389790",160596000,407
1985,"Witness (1985)","tt0090329",160521000,1052
2013,"We're the Millers (2013)","tt1723121",160517000,282
2013,"American Hustle (2013)","tt1800241",160517000,285
2011,"X-Men: First Class (2011)","tt1270798",160177000,298
2003,"The Last Samurai (2003)","tt0325710",160149000,508
2009,"A Christmas Carol (2009)","tt1067106",160080000,340
2015,"San Andreas (2015)","tt2126355",159964000,266
1992,"White Men Can't Jump (1992)","tt0105812",159954000,863
1982,"The Verdict (1982)","tt0084855",159796000,1318
2014,"Neighbors (2014)","tt2004420",159731000,286
2004,"Dodgeball: A True Underdog Story (2004)","tt0364725",159710000,486
2004,"The Village (2004)","tt0368447",159710000,487
1998,"Pokémon: The First Movie - Mewtwo Strikes Back (1998)","tt0190641",158974000,733
2015,"Mad Max: Fury Road (2015)","tt1392190",158932000,274
2003,"Freaky Friday (2003)","tt0322330",158706000,513
2003,"Scary Movie 3 (2003)","tt0306047",158706000,516
1979,"Manhattan (1979)","tt0079522",158402000,1565
2006,"The Break-Up (2006)","tt0452594",158061000,457
2011,"Rio (2011)","tt1436562",157982000,310
1993,"The Nightmare Before Christmas (1993)","tt0107688",157819000,888
1994,"Star Trek: Generations (1994)","tt0111280",157557000,872
2008,"Get Smart (2008)","tt0425061",157521000,379
2011,"The Smurfs (2011)","tt0472181",156885000,314
1989,"Christmas Vacation (1989)","tt0097958",156249000,941
1999,"The Haunting (1999)","tt0171363",156189000,680
1989,"Turner & Hooch (1989)","tt0098536",155811000,945
2002,"Road to Perdition (2002)","tt0257044",155732000,561
1998,"The X Files (1998)","tt0120902",155635000,755
1988,"Oliver & Company (1988)","tt0095776",155584000,907
2001,"Vanilla Sky (2001)","tt0259711",155247000,602
2013,"The Great Gatsby (2013)","tt1343092",155166000,304
1988,"Beetlejuice (1988)","tt0094721",155161000,909
1996,"The English Patient (1996)","tt0116209",154907000,837
1991,"Star Trek VI: The Undiscovered Country (1991)","tt0102975",154781000,893
1991,"The Prince of Tides (1991)","tt0102713",154575000,894
2009,"Angels & Demons (2009)","tt0808151",154280000,363
2004,"The Grudge (2004)","tt0391198",154106000,514
2008,"The Curious Case of Benjamin Button (2008)","tt0421715",153886000,398
1989,"Born on the Fourth of July (1989)","tt0096969",153400000,972
2005,"The Pacifier (2005)","tt0395699",153370000,495
2000,"Unbreakable (2000)","tt0217869",153340000,646
1983,"Never Say Never Again (1983)","tt0086006",153286000,1283
2010,"The King's Speech (2010)","tt1504320",153270000,334
1995,"Father of the Bride Part II (1995)","tt0113041",153200000,857
2012,"Taken 2 (2012)","tt1397280",153015000,330
2007,"Superbad (2007)","tt0829482",153009000,437
2003,"The Italian Job (2003)","tt0317740",152935000,548
2003,"How to Lose a Guy in 10 Days (2003)","tt0251127",152935000,550
1977,"Annie Hall (1977)","tt0075686",152933000,1803
1979,"Love at First Bite (1979)","tt0079489",152163000,1620
1992,"The Last of the Mohicans (1992)","tt0104691",151988000,920
2007,"I Now Pronounce You Chuck & Larry (2007)","tt0762107",151744000,448
1962,"How the West Was Won (1962)","tt0056085",151629000,3643
1950,"Annie Get Your Gun (1950)","tt0042200",151304000,4127
1995,"Braveheart (1995)","tt0112573",151200000,877
2012,"21 Jump Street (2012)","tt1232829",150829000,336
1971,"Carnal Knowledge (1971)","tt0066892",150800000,2342
2007,"Hairspray (2007)","tt0427327",150480000,456
1985,"The Goonies (1985)","tt0089218",150473000,1132
1994,"Ace Ventura: Pet Detective (1994)","tt0109040",150273000,924
1999,"Entrapment (1999)","tt0137494",150195000,718
2003,"American Wedding (2003)","tt0328828",150050000,559
2003,"Daddy Day Care (2003)","tt0317303",150050000,560
2005,"Fun with Dick and Jane (2005)","tt0369441",149298000,512
2007,"Blades of Glory (2007)","tt0445934",149215000,462
1982,"The Toy (1982)","tt0084809",149143000,1434
1987,"The Secret of My Succe$s (1987)","tt0093936",149079000,1016
1979,"Meatballs (1979)","tt0079540",149044000,1653
1994,"Stargate (1994)","tt0111282",149024000,933
1993,"Groundhog Day (1993)","tt0107048",148993000,952
1998,"The Wedding Singer (1998)","tt0120888",148772000,810
2012,"Argo (2012)","tt1024648",148643000,348
2001,"The Others (2001)","tt0230600",148330000,633
2007,"Ocean's Thirteen (2007)","tt0496806",147951000,469
2005,"The 40-Year-Old Virgin (2005)","tt0405422",147941000,521
1948,"Easter Parade (1948)","tt0040308",147900000,4311
2015,"Daddy's Home (2015)","tt1528854",147580000,313
2015,"The Revenant (2015)","tt1663202",147580000,315
1993,"Grumpy Old Men (1993)","tt0107050",147522000,964
1985,"Spies Like Us (1985)","tt0090056",147287000,1164
1990,"3 Men and a Little Lady (1990)","tt0098966",147262000,931
1992,"Boomerang (1992)","tt0103859",146957000,968
2007,"Ghost Rider (2007)","tt0259324",146686000,478
2013,"The Conjuring (2013)","tt1457767",146605000,342
1967,"I Am Curious (Yellow) (1967)","tt0061834",146450000,2876
1989,"Uncle Buck (1989)","tt0098554",146388000,1022
2000,"Me, Myself & Irene (2000)","tt0183505",146237000,689
1987,"Stakeout (1987)","tt0094025",146187000,1046
2000,"Space Cowboys (2000)","tt0186566",146076000,692
1990,"Bird on a Wire (1990)","tt0099141",146028000,950
2001,"Legally Blonde (2001)","tt0250494",146025000,644
1998,"City of Angels (1998)","tt0120632",145989000,835
2011,"Alvin and the Chipmunks: Chipwrecked (2011)","tt1615918",145914000,365
2003,"Charlie's Angels: Full Throttle (2003)","tt0305357",145721000,601
1986,"Down and Out in Beverly Hills (1986)","tt0090966",145625000,1126
2010,"The Last Airbender (2010)","tt0938283",145551000,373
1991,"JFK (1991)","tt0102138",145482000,958
2008,"Four Christmases (2008)","tt0369436",145404000,444
1987,"Lethal Weapon (1987)","tt0093409",145074000,1055
2009,"Terminator Salvation (2009)","tt0438488",145000000,416
2009,"Cloudy with a Chance of Meatballs (2009)","tt0844471",145000000,421
1993,"Cool Runnings (1993)","tt0106611",144790000,988
2004,"The Aviator (2004)","tt0338751",144300000,574
2003,"Dr. Seuss' The Cat in the Hat (2003)","tt0312528",144279000,607
2012,"Silver Linings Playbook (2012)","tt1045658",144271000,370
1997,"Conspiracy Theory (1997)","tt0118883",144242000,866
1995,"Get Shorty (1995)","tt0113161",144200000,925
2000,"The Emperor's New Groove (2000)","tt0120917",144139000,704
2001,"America's Sweethearts (2001)","tt0265029",143873000,659
2000,"Scream 3 (2000)","tt0134084",143816000,707
1974,"The Texas Chain Saw Massacre (1974)","tt0072271",143759000,2238
1991,"Hot Shots! (1991)","tt0102059",143622000,984
2001,"Cats & Dogs (2001)","tt0239395",143565000,664
2013,"Identity Thief (2013)","tt2024432",143395000,356
2013,"Grown Ups 2 (2013)","tt2191701",143395000,361
2002,"Panic Room (2002)","tt0258000",142704000,642
2014,"Ride Along (2014)","tt1408253",142693000,358
2013,"The Wolverine (2013)","tt1430132",142325000,366
1987,"Dirty Dancing (1987)","tt0092890",142182000,1089
1995,"The Bridges of Madison County (1995)","tt0112579",142000000,951
1987,"The Witches of Eastwick (1987)","tt0094332",141959000,1093
2010,"Shutter Island (2010)","tt1130884",141141000,395
1989,"Field of Dreams (1989)","tt0097351",141128000,1075
1942,"For Me and My Gal (1942)","tt0034746",140811000,4784
1995,"Mortal Kombat (1995)","tt0113855",140800000,959
2014,"Rio 2 (2014)","tt2357291",140563000,374
2002,"Maid in Manhattan (2002)","tt0252076",140458000,656
2009,"Inglourious Basterds (2009)","tt0361748",140360000,441
2004,"Million Dollar Baby (2004)","tt0405159",140097000,608
2004,"Collateral (2004)","tt0369339",140097000,622
2001,"Save the Last Dance (2001)","tt0206275",139876000,682
1998,"The Horse Whisperer (1998)","tt0119314",139868000,883
1995,"Grumpier Old Men (1995)","tt0113228",139800000,976
2002,"Two Weeks Notice (2002)","tt0313737",139709000,665
1969,"On Her Majesty's Secret Service (1969)","tt0064757",139690000,2684
1999,"Payback (1999)","tt0120784",139577000,792
1995,"Nine Months (1995)","tt0113986",139400000,981
2011,"Super 8 (2011)","tt1650062",139332000,402
1999,"The Talented Mr. Ripley (1999)","tt0134119",139234000,794
