"year","title","imdb_id","gross_inflation","rank_unadjusted_inflation"
2010,"Death at a Funeral (2010)","tt1321509",47083700,1660
2005,"Hostage (2005)","tt0340163",46961000,2032
2014,"St. Vincent (2014)","tt2170593",46960800,1612
1998,"Can't Hardly Wait (1998)","tt0127723",46931800,2531
2006,"Children of Men (2006)","tt0206634",46887000,1993
2015,"The Man from U.N.C.L.E. (2015)","tt1638355",46854100,1576
1995,"Boys on the Side (1995)","tt0112571",46800000,2641
1995,"Circle of Friends (1995)","tt0112679",46800000,2643
2010,"Step Up 3D (2010)","tt1193631",46752900,1678
1998,"Fallen (1998)","tt0119099",46746300,2544
2011,"Final Destination 5 (2011)","tt1622979",46736400,1674
1991,"Pure Luck (1991)","tt0102729",46703100,2695
1993,"Nowhere to Run (1993)","tt0107711",46652200,2728
2000,"The Watcher (2000)","tt0204626",46647500,2324
1997,"Air Bud (1997)","tt0118570",46627500,2588
1994,"Blue Chips (1994)","tt0109305",46622000,2715
2006,"Deck the Halls (2006)","tt0790604",46621400,2007
1995,"The Usual Suspects (1995)","tt0114814",46600000,2650
2007,"The Brave One (2007)","tt0476964",46534900,1928
2007,"The Heartbreak Kid (2007)","tt0408839",46534900,1930
2014,"Need for Speed (2014)","tt2369135",46428400,1633
1999,"Baby Geniuses (1999)","tt0118665",46411400,2409
1999,"The Story of Us (1999)","tt0160916",46411400,2414
2003,"Darkness Falls (2003)","tt0282209",46313400,2161
2008,"Meet the Spartans (2008)","tt1073498",46286900,1843
2007,"Freedom Writers (2007)","tt0463998",46282000,1939
1987,"Jaws: The Revenge (1987)","tt0093300",46281300,2837
2001,"Jay and Silent Bob Strike Back (2001)","tt0261392",46266800,2282
2012,"Resident Evil: Retribution (2012)","tt1855325",46232400,1680
1994,"Don Juan DeMarco (1994)","tt0112883",46205700,2727
2008,"Harold & Kumar Escape from Guantanamo Bay (2008)","tt0481536",46165700,1855
2006,"Take the Lead (2006)","tt0446046",46090100,2026
1990,"The First Power (1990)","tt0099578",46070900,2710
1998,"Waking Ned Devine (1998)","tt0166396",46004300,2579
2004,"Team America: World Police (2004)","tt0372588",45951700,2121
2015,"McFarland, USA (2015)","tt2097298",45925300,1603
2008,"First Sunday (2008)","tt0486578",45923400,1862
2013,"Snitch (2013)","tt0882977",45907700,1656
2012,"The Cabin in the Woods (2012)","tt1259521",45904500,1690
1991,"An American Tail: Fievel Goes West (1991)","tt0101329",45876500,2730
1985,"Year of the Dragon (1985)","tt0090350",45828200,2987
2009,"Crazy Heart (2009)","tt1263670",45820000,1790
2004,"Taking Lives (2004)","tt0364045",45811600,2129
2001,"Riding in Cars with Boys (2001)","tt0200027",45805700,2295
2008,"The Secret Life of Bees (2008)","tt0416212",45802200,1875
2014,"John Wick (2014)","tt2911666",45789500,1654
1994,"Mary Shelley's Frankenstein (1994)","tt0109836",45789500,2736
1988,"Short Circuit 2 (1988)","tt0096101",45722600,2755
2005,"The Constant Gardener (2005)","tt0387131",45603700,2083
1989,"Say Anything... (1989)","tt0098258",45581900,2835
1983,"Spacehunter: Adventures in the Forbidden Zone (1983)","tt0086346",45571400,3189
2006,"Babel (2006)","tt0449467",45558800,2049
1988,"Married to the Mob (1988)","tt0095593",45510900,2766
1986,"House (1986)","tt0091223",45493300,2931
1992,"Shining Through (1992)","tt0105391",45491600,2749
1992,"The Player (1992)","tt0105151",45491600,2751
1992,"Like Water for Chocolate (1992)","tt0103994",45491600,2753
1987,"Hello Again (1987)","tt0093175",45391300,2854
1999,"Blast from the Past (1999)","tt0124298",45383900,2447
2002,"Queen of the Damned (2002)","tt0238546",45371800,2262
2002,"The Banger Sisters (2002)","tt0280460",45371800,2263
2002,"Halloween: Resurrection (2002)","tt0220506",45371800,2265
2014,"A Million Ways to Die in the West (2014)","tt2557490",45363500,1671
1984,"Lassiter (1984)","tt0087589",45312500,3093
1992,"Consenting Adults (1992)","tt0104006",45281900,2757
2002,"Bad Company (2002)","tt0280486",45222000,2272
2010,"The Last Exorcism (2010)","tt1320244",45209100,1726
2015,"The Gift (2015)","tt4178092",45202800,1627
2006,"Snakes on a Plane (2006)","tt0417148",45160300,2062
1996,"D3: The Mighty Ducks (1996)","tt0116000",45074700,2671
2002,"Ghost Ship (2002)","tt0288477",45072300,2278
2002,"Dragonfly (2002)","tt0259288",45072300,2280
1992,"Toys (1992)","tt0105629",45072300,2773
1991,"Only the Lonely (1991)","tt0102598",45049900,2744
1991,"Ricochet (1991)","tt0102789",45049900,2747
2014,"Birdman or (The Unexpected Virtue of Ignorance) (2014)","tt2562232",45044100,1681
1939,"Ninotchka (1939)","tt0031725",45013000,6022
2011,"The Ides of March (2011)","tt1124035",44981100,1728
1987,"Critical Condition (1987)","tt0092798",44946300,2874
2013,"Riddick (2013)","tt1411250",44944600,1695
1997,"Good Burger (1997)","tt0119215",44921600,2628
2012,"What to Expect When You're Expecting (2012)","tt1586265",44920900,1721
2016,"13 Hours: The Secret Soldiers of Benghazi (2016)","tt4172430",44900000,1588
2003,"The Core (2003)","tt0298814",44870600,2227
1992,"Raising Cain (1992)","tt0105217",44862700,2785
2008,"The Family That Preys (2008)","tt1142798",44832900,1914
2004,"Cellular (2004)","tt0337921",44830900,2171
2012,"End of Watch (2012)","tt1855199",44811600,1727
2007,"The Messengers (2007)","tt0425430",44764500,1989
2006,"She's the Man (2006)","tt0454945",44761800,2072
1993,"Coneheads (1993)","tt0106598",44760900,2790
1933,"Damaged Lives (1933)","tt0028755",44742900,5617
2003,"Calendar Girls (2003)","tt0337909",44726400,2233
2014,"Dolphin Tale 2 (2014)","tt2978462",44724600,1692
2009,"Surrogates (2009)","tt0986263",44660000,1828
2005,"In Her Shoes (2005)","tt0388125",44653700,2116
2005,"Bad News Bears (2005)","tt0408524",44653700,2118
2006,"Flags of Our Fathers (2006)","tt0418689",44629000,2082
2015,"Everest (2015)","tt2719848",44583600,1642
1986,"Jason Lives: Friday the 13th Part VI (1986)","tt0091080",44555300,2967
1997,"Hoodlum (1997)","tt0119311",44542500,2640
1988,"Punchline (1988)","tt0095927",44452600,2811
1992,"Straight Talk (1992)","tt0105481",44443400,2793
1990,"The Rookie (1990)","tt0100514",44425500,2754
2007,"The Number 23 (2007)","tt0481369",44385200,2008
2005,"Dreamer: Inspired by a True Story (2005)","tt0418647",44382200,2126
2015,"The Night Before (2015)","tt3530002",44377200,1650
1985,"The Sure Thing (1985)","tt0090103",44357700,3035
2010,"Legion (2010)","tt1038686",44327000,1760
2007,"Good Luck Chuck (2007)","tt0452625",44258700,2016
2005,"Because of Winn-Dixie (2005)","tt0317132",44246500,2132
2005,"Just Friends (2005)","tt0433400",44246500,2137
1992,"Kuffs (1992)","tt0104647",44233700,2803
2000,"Love & Basketball (2000)","tt0199725",44226300,2396
1990,"The Freshman (1990)","tt0099615",44219900,2770
2009,"Ninja Assassin (2009)","tt1186367",44196000,1852
2004,"Anacondas: The Hunt for the Blood Orchid (2004)","tt0366174",44130400,2204
2001,"Baby Boy (2001)","tt0255819",44114800,2334
2011,"Hanna (2011)","tt0993842",44103400,1754
2015,"Max (2015)","tt3369806",44067600,1667
2000,"High Fidelity (2000)","tt0146882",44064900,2406
1990,"The Adventures of Ford Fairlane (1990)","tt0098987",44014200,2775
1990,"Quigley Down Under (1990)","tt0102744",44014200,2776
2003,"Open Water (2003)","tt0374102",44005000,2257
1995,"Sudden Death (1995)","tt0114576",44000000,2737
2015,"Krampus (2015)","tt3850590",43964400,1673
1993,"Super Mario Bros. (1993)","tt0108255",43920300,2828
1983,"Gorky Park (1983)","tt0085615",43914300,3257
1996,"My Fellow Americans (1996)","tt0117119",43893700,2718
2015,"The Age of Adaline (2015)","tt1655441",43861200,1675
1987,"The Principal (1987)","tt0093780",43833800,2909
1989,"An Innocent Man (1989)","tt0097579",43828700,2890
1989,"The Fly II (1989)","tt0097368",43828700,2895
1992,"Mr. Baseball (1992)","tt0104926",43814500,2829
2008,"Death Race (2008)","tt0452608",43742300,1958
2004,"Johnson Family Vacation (2004)","tt0359517",43710100,2221
1994,"The Air Up There (1994)","tt0109067",43708100,2812
1994,"Iron Will (1994)","tt0110157",43708100,2814
1994,"Reality Bites (1994)","tt0110950",43708100,2821
1996,"Emma (1996)","tt0116191",43696800,2725
1964,"Viva Las Vegas (1964)","tt0058725",43687100,4712
1986,"Flight of the Navigator (1986)","tt0091059",43617300,3004
1991,"F/X2 (1991)","tt0101846",43603300,2807
2003,"The Fighting Temptations (2003)","tt0191133",43572100,2266
2003,"Honey (2003)","tt0322589",43572100,2268
2009,"Invictus (2009)","tt1057500",43500000,1894
1994,"Intersection (1994)","tt0110146",43500000,2826
1994,"Jason's Lyric (1994)","tt0110186",43500000,2830
1967,"The War Wagon (1967)","tt0062472",43500000,4451
1962,"State Fair (1962)","tt0056526",43500000,5011
2010,"Burlesque (2010)","tt1126591",43444900,1792
2005,"House of Wax (2005)","tt0397065",43432100,2169
2002,"The New Guy (2002)","tt0241760",43425100,2322
2003,"Hollywood Homicide (2003)","tt0329717",43283600,2286
2008,"Changeling (2008)","tt0824747",43257700,1974
1998,"The Avengers (1998)","tt0118661",43221700,2648
1990,"Madhouse (1990)","tt0100087",43191500,2810
1989,"Dad (1989)","tt0097142",43171300,2907
1989,"Skin Deep (1989)","tt0098343",43171300,2914
2010,"The Crazies (2010)","tt0455407",43114100,1808
1994,"Il Postino: The Postman (1994)","tt0110877",43083700,2841
1994,"Speechless (1994)","tt0111256",43083700,2843
1998,"One True Thing (1998)","tt0120776",43036200,2656
2005,"Stealth (2005)","tt0382992",43025000,2190
1988,"Action Jackson (1988)","tt0094612",42970800,2870
2009,"State of Play (2009)","tt0473705",42920000,1917
2005,"The Wedding Date (2005)","tt0372532",42889200,2200
2002,"Swimfan (2002)","tt0283026",42826200,2347
1999,"The Wood (1999)","tt0161100",42815000,2559
2013,"A Haunted House (2013)","tt2243537",42804400,1772
2011,"Something Borrowed (2011)","tt0491152",42786900,1810
2005,"Good Night, and Good Luck. (2005)","tt0433383",42753500,2205
2005,"A History of Violence (2005)","tt0399146",42753500,2207
2001,"The Majestic (2001)","tt0268995",42731400,2381
2009,"Notorious (2009)","tt0472198",42688000,1925
1998,"The Players Club (1998)","tt0119905",42665200,2665
2008,"Star Wars: The Clone Wars (2008)","tt1185834",42651800,2001
2000,"Book of Shadows: Blair Witch 2 (2000)","tt0229260",42612200,2450
1982,"Halloween III: Season of the Witch (1982)","tt0085636",42612200,3397
1990,"Hamlet (1990)","tt0099726",42574500,2840
2002,"The Crocodile Hunter: Collision Course (2002)","tt0305396",42526700,2358
1996,"The Quest (1996)","tt0117420",42515800,2756
1998,"Rounders (1998)","tt0128442",42479700,2675
1997,"Red Corner (1997)","tt0119994",42457500,2711
1997,"The Borrowers (1997)","tt0118755",42457500,2714
1993,"Another Stakeout (1993)","tt0106292",42449300,2878
1995,"To Die For (1995)","tt0114681",42400000,2796
1939,"The Story of Vernon and Irene Castle (1939)","tt0031983",42365200,6071
1988,"The Presidio (1988)","tt0095897",42335800,2893
1982,"Star Trek II: The Wrath of Khan (1982)","tt0084726",42316300,3406
1998,"Beloved (1998)","tt0120603",42294200,2682
2001,"The Brothers (2001)","tt0250274",42270300,2394
1994,"The Cowboy Way (1994)","tt0109493",42251200,2867
1993,"Fire in the Sky (1993)","tt0106912",42239100,2887
2011,"Spy Kids: All the Time in the World in 4D (2011)","tt1517489",42238300,1829
1986,"Jo Jo Dancer, Your Life Is Calling (1986)","tt0091295",42210200,3041
1995,"Tales from the Crypt: Demon Knight (1995)","tt0114608",42200000,2806
1992,"Juice (1992)","tt0104573",42137300,2884
1996,"A Very Brady Sequel (1996)","tt0118073",42122200,2777
1998,"Quest for Camelot (1998)","tt0120800",42108700,2693
2012,"Rock of Ages (2012)","tt1336608",42079100,1830
2005,"Get Rich or Die Tryin' (2005)","tt0430308",42074900,2235
1994,"Corrina, Corrina (1994)","tt0109484",42043100,2883
1934,"Viva Villa! (1934)","tt0025948",41987000,6083
2000,"The Adventures of Rocky & Bullwinkle (2000)","tt0131704",41966600,2479
2001,"Someone Like You... (2001)","tt0244970",41962900,2402
1992,"Prelude to a Kiss (1992)","tt0105165",41927700,2896
2011,"Scream 4 (2011)","tt1262416",41909200,1846
1985,"The Falcon and the Snowman (1985)","tt0087231",41907000,3136
1989,"Blaze (1989)","tt0096943",41856400,2951
2014,"The Expendables 3 (2014)","tt2333784",41849400,1797
2006,"United 93 (2006)","tt0475276",41839700,2209
1987,"Suspect (1987)","tt0094082",41831200,2983
1987,"The Believers (1987)","tt0092632",41831200,2986
1999,"Arlington Road (1999)","tt0137363",41787400,2601
1991,"Mobsters (1991)","tt0102460",41743500,2872
2007,"Zodiac (2007)","tt0443706",41729700,2105
2007,"Breach (2007)","tt0401997",41729700,2112
1996,"Bulletproof (1996)","tt0115783",41728500,2800
1982,"Diner (1982)","tt0083833",41724500,3431
1988,"Tucker: The Man and His Dream (1988)","tt0096316",41700700,2917
2001,"Joe Dirt (2001)","tt0245686",41655500,2413
2001,"The Musketeer (2001)","tt0246544",41655500,2415
2009,"The Pink Panther 2 (2009)","tt0838232",41644000,1967
1994,"With Honors (1994)","tt0111732",41626800,2891
1994,"Only You (1994)","tt0110737",41626800,2892
2007,"Balls of Fury (2007)","tt0424823",41603200,2117
2011,"Big Mommas: Like Father, Like Son (2011)","tt1464174",41580100,1863
2010,"For Colored Girls (2010)","tt1405500",41570300,1880
1990,"Stella (1990)","tt0100691",41546100,2875
1986,"The Big Easy (1986)","tt0092654",41506700,3071
1988,"The Serpent and the Rainbow (1988)","tt0096071",41489100,2919
2008,"The Reader (2008)","tt0976051",41440100,2053
2014,"Earth to Echo (2014)","tt2183034",41423500,1816
1987,"Some Kind of Wonderful (1987)","tt0094006",41386200,3005
2011,"Red Riding Hood (2011)","tt1486185",41360700,1883
2010,"The Back-up Plan (2010)","tt1212436",41349800,1893
1996,"High School High (1996)","tt0116531",41334800,2824
1988,"Police Academy 5: Assignment: Miami Beach (1988)","tt0095882",41277400,2924
2011,"In Time (2011)","tt1637688",41250900,1889
2007,"Mr. Bean's Holiday (2007)","tt0453451",41223800,2138
1987,"Project X (1987)","tt0093793",41163700,3007
2000,"Memento (2000)","tt0209144",41159600,2515
1990,"Taking Care of Business (1990)","tt0103035",41134800,2897
2004,"Confessions of a Teenage Drama Queen (2004)","tt0361467",41048300,2308
1951,"On the Riviera (1951)","tt0043882",41037700,5312
2011,"Paul (2011)","tt1092026",41031500,1900
2002,"Brown Sugar (2002)","tt0297037",41029300,2400
1994,"Color of Night (1994)","tt0109456",41002400,2910
2014,"Sex Tape (2014)","tt1956620",40997600,1827
2012,"Abraham Lincoln: Vampire Hunter (2012)","tt1611224",40986200,1890
2013,"47 Ronin (2013)","tt1335975",40985200,1841
1989,"Her Alibi (1989)","tt0097500",40979800,2988
1989,"Casualties of War (1989)","tt0097027",40979800,2989
1996,"Beautiful Girls (1996)","tt0115639",40941200,2831
1996,"Fear (1996)","tt0116287",40941200,2838
1963,"Blood Feast (1963)","tt0056875",40941200,4887
2011,"J. Edgar (2011)","tt1616195",40921800,1903
2011,"The Roommate (2011)","tt1265990",40921800,1904
2011,"Jumping the Broom (2011)","tt1640484",40921800,1905
1992,"Hero (1992)","tt0104412",40879500,2925
2012,"Lawless (2012)","tt1212450",40876900,1899
1994,"8 Seconds (1994)","tt0109021",40794300,2918
1989,"Prancer (1989)","tt0098115",40760700,3002
2011,"30 Minutes or Less (2011)","tt1622547",40702400,1909
2000,"Nurse Betty (2000)","tt0171580",40675300,2546
1988,"Friday the 13th Part VII: The New Blood (1988)","tt0095179",40642300,2947
1995,"Showgirls (1995)","tt0114436",40600000,2862
1954,"King Richard and the Crusaders (1954)","tt0047150",40600000,5477
2011,"The Change-Up (2011)","tt1488555",40592700,1911
2008,"Semi-Pro (2008)","tt0839980",40591900,2085
2008,"Fireproof (2008)","tt1129423",40591900,2086
2007,"Mr. Magorium's Wonder Emporium (2007)","tt0457419",40591600,2166
1997,"Mr. Magoo (1997)","tt0119718",40562100,2780
2012,"The Guilt Trip (2012)","tt1694020",40549000,1907
1996,"Chain Reaction (1996)","tt0115857",40547500,2847
1990,"Betsy's Wedding (1990)","tt0099128",40517700,2906
2008,"Doubt (2008)","tt0918927",40470800,2089
2010,"Vampires Suck (2010)","tt1666186",40467700,1935
2003,"Johnny English (2003)","tt0274166",40398000,2373
2014,"Wild (2014)","tt2305051",40358600,1870
2013,"August: Osage County (2013)","tt1322269",40343200,1879
2013,"Philomena (2013)","tt2431286",40343200,1881
1986,"The Mission (1986)","tt0091530",40334200,3124
2012,"That's My Boy (2012)","tt1232200",40330400,1919
2011,"Colombiana (2011)","tt1657507",40263600,1934
1994,"House Party 3 (1994)","tt0110064",40169900,2938
1994,"Little Giants (1994)","tt0110364",40169900,2940
1996,"The Glimmer Man (1996)","tt0116421",40153800,2855
1989,"Crimes and Misdemeanors (1989)","tt0097123",40103300,3027
2007,"August Rush (2007)","tt0426931",40085800,2193
1998,"He Got Game (1998)","tt0124718",40068200,2762
2005,"The Fog (2005)","tt0432291",40039000,2301
1988,"Cocoon: The Return (1988)","tt0094890",40007300,2970
1988,"The Seventh Sign (1988)","tt0096073",40007300,2975
1988,"Above the Law (1988)","tt0094602",40007300,2976
1996,"City Hall (1996)","tt0115907",39957000,2864
1985,"Weird Science (1985)","tt0090305",39946500,3204
2011,"Sucker Punch (2011)","tt0978764",39934400,1947
1993,"Sniper (1993)","tt0108171",39927500,2962
1991,"House Party 2 (1991)","tt0102065",39883600,2942
1986,"The Delta Force (1986)","tt0090927",39865200,3145
2008,"Drillbit Taylor (2008)","tt0817538",39864900,2120
1995,"Vampire in Brooklyn (1995)","tt0114825",39800000,2899
1996,"The People vs. Larry Flynt (1996)","tt0117318",39760200,2880
1999,"The Iron Giant (1999)","tt0129167",39732300,2659
1993,"Untamed Heart (1993)","tt0108451",39717400,2971
1998,"Psycho (1998)","tt0155975",39697200,2781
2004,"After the Sunset (2004)","tt0367479",39647300,2360
2007,"Daddy's Little Girls (2007)","tt0778661",39579900,2213
1996,"Multiplicity (1996)","tt0117108",39563300,2886
1971,"Big Jake (1971)","tt0066831",39545500,4192
2004,"The Prince and Me (2004)","tt0337697",39507200,2362
2005,"Rent (2005)","tt0294870",39496100,2318
2013,"The Family (2013)","tt2404311",39487100,1921
1996,"Flipper (1996)","tt0116322",39366500,2889
2001,"Crocodile Dundee in Los Angeles (2001)","tt0231402",39349800,2508
2009,"All About Steve (2009)","tt0881891",39324000,2068
1991,"Mortal Thoughts (1991)","tt0102469",39263700,2960
2010,"The American (2010)","tt1440728",39254800,1981
1997,"The Apostle (1997)","tt0118632",39235300,2839
2002,"Blood Work (2002)","tt0309377",39232400,2469
1999,"Being John Malkovich (1999)","tt0120601",39218500,2680
2001,"Captain Corelli's Mandolin (2001)","tt0238112",39196100,2516
2012,"Trouble with the Curve (2012)","tt2083383",39128100,1973
1984,"Firestarter (1984)","tt0087262",39098200,3327
2011,"Larry Crowne (2011)","tt1583420",39056700,1982
2008,"The Love Guru (2008)","tt0811138",39016700,2158
1995,"It Takes Two (1995)","tt0113442",39000000,2928
1958,"Touch of Evil (1958)","tt0052311",38976000,5415
2005,"Capote (2005)","tt0379725",38953200,2332
2003,"The Missing (2003)","tt0338188",38810900,2422
1992,"Singles (1992)","tt0105415",38783100,3011
2008,"Definitely, Maybe (2008)","tt0832266",38774400,2177
2014,"Million Dollar Arm (2014)","tt1647668",38761300,1944
2009,"Halloween II (2009)","tt1311067",38744000,2091
2001,"Sweet November (2001)","tt0230838",38735000,2545
1987,"Born in East L.A. (1987)","tt0092690",38716100,3106
2002,"Frida (2002)","tt0120679",38633400,2499
2013,"Walking with Dinosaurs 3D (2013)","tt1762399",38631000,1957
2009,"The Informant! (2009)","tt1130080",38628000,2094
1969,"Alice's Restaurant (1969)","tt0064002",38598600,4395
2015,"The Longest Ride (2015)","tt2726560",38597900,1898
2010,"Green Zone (2010)","tt0947810",38593200,2012
2012,"Frankenweenie (2012)","tt1142977",38581700,1992
1999,"Magnolia (1999)","tt0175880",38533500,2707
2008,"Milk (2008)","tt1013753",38532000,2184
2011,"Drive (2011)","tt0780504",38508200,2010
1987,"Masters of the Universe (1987)","tt0093507",38493600,3107
1993,"Posse (1993)","tt0107863",38456500,3025
1993,"Sugar Hill (1993)","tt0107079",38456500,3026
1991,"Paradise (1991)","tt0102631",38437100,2996
2008,"Quarantine (2008)","tt1082868",38410900,2191
2011,"A Very Harold & Kumar 3D Christmas (2011)","tt1268799",38398500,2011
2011,"50/50 (2011)","tt1306980",38398500,2021
1972,"The Cowboys (1972)","tt0068421",38382400,4193
2012,"Step Up Revolution (2012)","tt1800741",38363100,2009
1999,"Edtv (1999)","tt0131369",38362200,2713
2002,"Jonah: A VeggieTales Movie (2002)","tt0298388",38333900,2512
1994,"Getting Even with Dad (1994)","tt0109891",38296700,3014
1987,"Angel Heart (1987)","tt0092563",38271100,3126
2012,"Good Deeds (2012)","tt1885265",38253800,2014
2003,"Basic (2003)","tt0264395",38233800,2442
2014,"The Theory of Everything (2014)","tt2980516",38228900,1969
1986,"Howard the Duck (1986)","tt0091225",38223700,3206
1995,"Johnny Mnemonic (1995)","tt0113481",38200000,2956
1999,"At First Sight (1999)","tt0132512",38190900,2717
2007,"The Great Debaters (2007)","tt0427309",38189000,2267
2002,"All About the Benjamins (2002)","tt0278295",38184200,2519
2008,"Nick and Norah's Infinite Playlist (2008)","tt0981227",38168500,2208
2008,"Zack and Miri Make a Porno (2008)","tt1007028",38168500,2210
1997,"Booty Call (1997)","tt0118750",38098000,2888
1994,"Love Affair (1994)","tt0110391",38088500,3029
2008,"The Eye (2008)","tt0406759",38047400,2211
2005,"Zathura: A Space Adventure (2005)","tt0406375",38003100,2367
2005,"Doom (2005)","tt0419706",38003100,2368
1986,"Raw Deal (1986)","tt0091828",37989200,3218
1985,"Legend (1985)","tt0089469",37985900,3286
2003,"Sinbad: Legend of the Seven Seas (2003)","tt0165982",37945300,2462
2009,"The Last House on the Left (2009)","tt0844708",37932000,2124
2008,"Transporter 3 (2008)","tt1129442",37926200,2214
2002,"The Transporter (2002)","tt0293662",37884700,2535
2011,"Courageous (2011)","tt1630036",37849900,2040
1993,"CB4 (1993)","tt0106500",37826100,3048
1993,"Born Yesterday (1993)","tt0106466",37826100,3049
2008,"Leatherheads (2008)","tt0379865",37805000,2219
1984,"Children of the Corn (1984)","tt0087050",37803600,3376
2003,"A Man Apart (2003)","tt0266465",37801000,2470
2013,"Carrie (2013)","tt1939659",37774900,1994
2000,"Reindeer Games (2000)","tt0184858",37769900,2646
1992,"Used People (1992)","tt0105706",37734900,3047
2006,"Employee of the Month (2006)","tt0424993",37722100,2354
2006,"Garfield: A Tail of Two Kitties (2006)","tt0455499",37722100,2355
1988,"Halloween 4: The Return of Michael Myers (1988)","tt0095271",37678800,3062
1994,"Milk Money (1994)","tt0110516",37672200,3034
1994,"New Nightmare (1994)","tt0111686",37672200,3039
2003,"Dumb and Dumberer: When Harry Met Lloyd (2003)","tt0329028",37656700,2474
2012,"The Watch (2012)","tt1298649",37598000,2046
1996,"Mother (1996)","tt0117091",37595000,2952
2009,"The Men Who Stare at Goats (2009)","tt1234548",37584000,2147
2009,"(500) Days of Summer (2009)","tt1022603",37584000,2148
2004,"Garden State (2004)","tt0333766",37545900,2430
2001,"15 Minutes (2001)","tt0179626",37505300,2600
1998,"Vampires (1998)","tt0120877",37471200,2873
1997,"Gone Fishin' (1997)","tt0119214",37339900,2908
2006,"The Ant Bully (2006)","tt0429589",37323700,2363
1986,"Armed and Dangerous (1986)","tt0090660",37285700,3253
1988,"Frantic (1988)","tt0095174",37255500,3075
1988,"Johnny Be Good (1988)","tt0095409",37255500,3083
1990,"DuckTales the Movie: Treasure of the Lost Lamp (1990)","tt0099472",37227000,3037
1996,"Kazaam (1996)","tt0116756",37201400,2974
1995,"The Quick and the Dead (1995)","tt0114214",37200000,2994
2008,"Mirrors (2008)","tt0790686",37199200,2243
2001,"Hearts in Atlantis (2001)","tt0252501",37197900,2610
1978,"The Swarm (1978)","tt0078350",37179500,3898
1999,"The Bachelor (1999)","tt0120596",37163400,2750
2010,"Marmaduke (2010)","tt1392197",37049400,2076
2010,"Devil (2010)","tt1314655",37049400,2081
1988,"For Keeps? (1988)","tt0095169",37043800,3089
1996,"Dunston Checks In (1996)","tt0116151",37004500,2979
1991,"For the Boys (1991)","tt0101902",36990500,3054
2006,"Crank (2006)","tt0479884",36925200,2378
1998,"Jane Austen's Mafia! (1998)","tt0120741",36914700,2901
2001,"Angel Eyes (2001)","tt0225071",36890500,2618
2001,"Corky Romano (2001)","tt0250310",36890500,2623
2009,"Push (2009)","tt0465580",36888000,2186
1989,"The Fabulous Baker Boys (1989)","tt0097322",36816100,3162
1990,"Sibling Rivalry (1990)","tt0100611",36815600,3055
2000,"Titan A.E. (2000)","tt0120913",36801500,2689
2009,"9 (2009)","tt0472033",36772000,2189
2009,"The Soloist (2009)","tt0821642",36772000,2192
1998,"Hard Rain (1998)","tt0120696",36729200,2902
2013,"Texas Chainsaw 3D (2013)","tt1572315",36704800,2047
1992,"The Babe (1992)","tt0103747",36686700,3086
1996,"The Fan (1996)","tt0116277",36610900,3003
2002,"The Sweetest Thing (2002)","tt0253867",36537000,2596
2015,"The Boy Next Door (2015)","tt3181822",36533800,1988
2014,"This Is Where I Leave You (2014)","tt1371150",36525100,2051
2008,"Space Chimps (2008)","tt0482603",36472100,2275
1989,"Shocker (1989)","tt0098320",36377800,3184
2005,"Elizabethtown (2005)","tt0368709",36374400,2426
1993,"A Bronx Tale (1993)","tt0106489",36355100,3118
2008,"The Bank Job (2008)","tt0200465",36351000,2285
1987,"Burglar (1987)","tt0092710",36268500,3198
1935,"The Miracle Rider (1935)","tt0026720",36250000,6228
1935,"Tumbling Tumbleweeds (1935)","tt0027139",36250000,6229
2011,"The Rite (2011)","tt1161864",36204300,2106
2011,"Arthur (2011)","tt1334512",36204300,2107
2007,"28 Weeks Later (2007)","tt0463854",36165700,2341
2007,"We Own the Night (2007)","tt0498399",36165700,2348
1999,"Stir of Echoes (1999)","tt0164181",36135800,2804
2015,"Pan (2015)","tt3332064",36121000,2020
1986,"Youngblood (1986)","tt0092272",36113200,3290
1992,"Sidekicks (1992)","tt0105402",36057800,3127
2010,"Hereafter (2010)","tt1212419",36057000,2123
2010,"When in Rome (2010)","tt1185416",36057000,2130
2007,"Mr. Brooks (2007)","tt0780571",36039200,2352
1990,"White Palace (1990)","tt0103251",35992900,3094
2013,"R.I.P.D. (2013)","tt0790736",35955700,2080
2015,"Spotlight (2015)","tt1895587",35914600,2024
1983,"Stroker Ace (1983)","tt0086379",35904800,3556
1983,"To Be or Not to Be (1983)","tt0086450",35904800,3557
1992,"Freejack (1992)","tt0104299",35848200,3130
1992,"Pet Sematary II (1992)","tt0105128",35848200,3139
1987,"Over the Top (1987)","tt0093692",35823500,3236
1994,"Miracle on 34th Street (1994)","tt0110527",35799000,3125
1990,"The Neverending Story II: The Next Chapter (1990)","tt0100240",35787200,3105
2014,"The Gambler (2014)","tt2039393",35779700,2077
2013,"Blue Jasmine (2013)","tt2334873",35741700,2090
2006,"Stick It (2006)","tt0430634",35729800,2425
2010,"Love & Other Drugs (2010)","tt0758752",35726200,2152
1989,"Chances Are (1989)","tt0097044",35720400,3209
1981,"Das Boot (1981)","tt0082096",35676300,3719
2001,"Kingdom Come (2001)","tt0246002",35660800,2651
1996,"Last Man Standing (1996)","tt0116830",35626700,3036
1998,"Species II (1998)","tt0120841",35616200,2948
2015,"Hot Pursuit (2015)","tt2967224",35605000,2041
1991,"Hudson Hawk (1991)","tt0102070",35543900,3123
